Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Category,Sub_Category,Quantity,Sales,Discount,Profit,Return_Status
ORD-100665,2023-01-16,2023-01-21,CUST-1274,PROD-217,Beauty,Skincare,5,31679.63,0.16,1943.97,Yes
ORD-100666,2023-07-07,2023-07-12,CUST-1203,PROD-286,Home & Kitchen,Cookware,4,8541.6,0.08,-233.53,No
ORD-100667,2024-09-03,2024-09-07,CUST-1056,PROD-379,Home & Kitchen,Cookware,5,31072.61,0.11,3263.98,Yes
ORD-100668,2024-11-11,2024-11-13,CUST-1183,PROD-483,Beauty,Skincare,4,12743.03,0.27,281.1,No
ORD-100669,2023-05-07,2023-05-12,CUST-1227,PROD-429,Electronics,Headphones,5,25283.17,0.04,1418.56,No
ORD-100670,2023-05-13,2023-05-18,CUST-1283,PROD-201,Beauty,Skincare,4,22928.34,0.05,5285.86,No
ORD-100671,2024-08-27,2024-08-29,CUST-1096,PROD-283,Beauty,Skincare,3,49521.27,0.02,-2759.08,No
ORD-100672,2024-07-26,2024-07-29,CUST-1278,PROD-482,Home & Kitchen,Furniture,2,18688.3,0.16,-1351.95,No
ORD-100673,2024-10-26,2024-10-29,CUST-1197,PROD-405,Books,Fiction,1,46768.9,0.1,-162.97,Yes
ORD-100674,2024-04-15,2024-04-18,CUST-1096,PROD-247,Home & Kitchen,Furniture,2,30123.01,0.09,4667.29,No
ORD-100675,2024-04-02,2024-04-06,CUST-1229,PROD-328,Electronics,Smartwatch,4,49424.59,0.11,8054.76,No
ORD-100676,2024-04-04,2024-04-07,CUST-1007,PROD-446,Books,Education,5,14315.14,0.05,1480.63,Yes
ORD-100677,2023-10-05,2023-10-07,CUST-1266,PROD-410,Beauty,Makeup,2,23151.2,0.14,43.76,Yes
ORD-100678,2023-12-03,2023-12-04,CUST-1221,PROD-231,Electronics,Mobile,3,23391.07,0.13,4098.85,No
ORD-100679,2024-07-21,2024-07-22,CUST-1153,PROD-479,Beauty,Skincare,2,49223.73,0.05,10325.57,No
ORD-100680,2023-11-15,2023-11-19,CUST-1083,PROD-417,Fashion,Men Clothing,4,10660.46,0.02,2347.38,No
ORD-100681,2024-02-16,2024-02-19,CUST-1002,PROD-327,Books,Fiction,4,15724.69,0.16,-1215.33,Yes
ORD-100682,2023-10-30,2023-11-01,CUST-1190,PROD-359,Electronics,Laptop,1,13175.5,0.1,313.18,Yes
ORD-100683,2024-11-06,2024-11-09,CUST-1122,PROD-311,Beauty,Makeup,4,32866.78,0.02,7523.22,No
ORD-100684,2024-05-16,2024-05-19,CUST-1070,PROD-204,Fashion,Women Clothing,5,3650.76,0.06,186.29,Yes
ORD-100685,2024-06-07,2024-06-08,CUST-1068,PROD-468,Fashion,Women Clothing,2,28013.53,0.0,-2627.21,Yes
ORD-100686,2024-12-29,2025-01-03,CUST-1176,PROD-257,Electronics,Mobile,5,11753.16,0.27,801.94,No
ORD-100687,2024-08-11,2024-08-14,CUST-1173,PROD-324,Electronics,Laptop,2,23581.82,0.2,676.6,No
ORD-100688,2023-01-01,2023-01-03,CUST-1133,PROD-280,Fashion,Men Clothing,5,3925.12,0.2,142.87,No
ORD-100689,2023-01-25,2023-01-28,CUST-1157,PROD-344,Beauty,Skincare,3,37388.81,0.27,-1320.7,No
ORD-100690,2024-09-21,2024-09-26,CUST-1140,PROD-440,Electronics,Headphones,2,48850.66,0.06,-4319.58,No
ORD-100691,2023-03-21,2023-03-25,CUST-1109,PROD-395,Fashion,Men Clothing,2,47831.4,0.09,6152.51,No
ORD-100692,2023-07-22,2023-07-23,CUST-1188,PROD-472,Books,Education,4,2072.98,0.15,3.42,No
ORD-100693,2024-06-23,2024-06-25,CUST-1160,PROD-246,Electronics,Headphones,4,29686.14,0.13,6407.77,No
ORD-100694,2024-09-07,2024-09-10,CUST-1048,PROD-430,Beauty,Makeup,1,16464.57,0.21,1800.4,Yes
ORD-100695,2023-04-07,2023-04-12,CUST-1055,PROD-416,Books,Education,4,21543.06,0.03,2408.14,No
ORD-100696,2024-08-25,2024-08-26,CUST-1148,PROD-482,Books,Education,3,32453.64,0.19,-146.33,No
ORD-100697,2023-08-22,2023-08-25,CUST-1167,PROD-286,Electronics,Laptop,5,16396.78,0.13,712.42,Yes
ORD-100698,2023-03-10,2023-03-12,CUST-1271,PROD-307,Beauty,Skincare,4,25853.11,0.18,5395.75,Yes
ORD-100699,2024-05-23,2024-05-27,CUST-1049,PROD-239,Books,Education,1,15737.85,0.15,3857.42,No
ORD-100700,2023-10-13,2023-10-16,CUST-1064,PROD-454,Beauty,Makeup,1,1958.27,0.03,372.21,Yes
ORD-100701,2023-05-04,2023-05-09,CUST-1164,PROD-261,Books,Education,5,28522.69,0.22,1206.12,No
ORD-100702,2023-05-30,2023-06-03,CUST-1250,PROD-311,Fashion,Men Clothing,3,27812.18,0.2,4783.29,No
ORD-100703,2024-07-03,2024-07-07,CUST-1257,PROD-267,Home & Kitchen,Furniture,4,39270.86,0.09,617.06,No
ORD-100704,2023-01-28,2023-01-31,CUST-1034,PROD-325,Electronics,Smartwatch,2,18687.22,0.23,3857.83,Yes
ORD-100705,2024-06-30,2024-07-02,CUST-1154,PROD-445,Fashion,Men Clothing,1,15137.34,0.17,-1352.98,No
ORD-100706,2024-12-01,2024-12-05,CUST-1060,PROD-315,Electronics,Mobile,3,45681.61,0.14,1871.1,No
ORD-100707,2023-10-25,2023-10-30,CUST-1156,PROD-413,Fashion,Women Clothing,2,14874.97,0.05,3552.67,Yes
ORD-100708,2023-08-09,2023-08-14,CUST-1152,PROD-328,Beauty,Makeup,4,4631.01,0.27,826.32,Yes
ORD-100709,2023-11-03,2023-11-04,CUST-1061,PROD-436,Fashion,Footwear,2,26624.36,0.07,590.44,No
ORD-100710,2024-04-28,2024-05-02,CUST-1202,PROD-456,Beauty,Skincare,4,10148.23,0.18,1422.26,No
ORD-100711,2024-03-24,2024-03-29,CUST-1153,PROD-416,Books,Education,4,43670.55,0.17,6796.47,No
ORD-100712,2024-02-15,2024-02-19,CUST-1112,PROD-411,Books,Education,3,5700.94,0.1,525.42,No
ORD-100713,2023-08-10,2023-08-11,CUST-1211,PROD-273,Home & Kitchen,Decor,3,14122.99,0.3,1143.51,Yes
ORD-100714,2024-07-26,2024-07-29,CUST-1087,PROD-424,Home & Kitchen,Cookware,3,18747.25,0.02,2412.67,No
ORD-100715,2024-01-25,2024-01-26,CUST-1137,PROD-246,Books,Fiction,1,2204.5,0.07,309.33,No
ORD-100716,2023-07-02,2023-07-07,CUST-1280,PROD-499,Beauty,Skincare,3,3010.3,0.08,270.88,No
ORD-100717,2023-10-27,2023-10-28,CUST-1187,PROD-261,Books,Education,4,42337.63,0.11,6468.86,Yes
ORD-100718,2023-07-06,2023-07-10,CUST-1241,PROD-313,Fashion,Men Clothing,2,27392.83,0.07,24.97,No
ORD-100719,2024-03-18,2024-03-20,CUST-1132,PROD-212,Books,Education,4,7894.64,0.12,-124.42,No
ORD-100720,2023-02-21,2023-02-22,CUST-1253,PROD-432,Fashion,Men Clothing,1,2835.56,0.09,205.79,No
ORD-100721,2024-05-26,2024-05-28,CUST-1135,PROD-432,Beauty,Makeup,5,19158.68,0.25,-1454.51,Yes
ORD-100722,2024-08-17,2024-08-18,CUST-1136,PROD-309,Fashion,Footwear,4,4084.81,0.15,283.4,No
ORD-100723,2024-10-19,2024-10-22,CUST-1288,PROD-456,Fashion,Footwear,4,48112.34,0.14,218.26,No
ORD-100724,2024-11-20,2024-11-22,CUST-1155,PROD-309,Books,Fiction,2,27904.54,0.27,3192.34,No
ORD-100725,2024-10-29,2024-11-03,CUST-1022,PROD-404,Electronics,Laptop,5,9487.34,0.17,-219.02,No
ORD-100726,2023-10-27,2023-10-30,CUST-1210,PROD-453,Fashion,Men Clothing,5,46333.19,0.27,-1221.69,No
ORD-100727,2023-04-03,2023-04-08,CUST-1123,PROD-370,Electronics,Smartwatch,3,5437.04,0.23,-294.44,No
ORD-100728,2024-10-03,2024-10-07,CUST-1249,PROD-268,Books,Fiction,1,43128.55,0.28,538.75,No
ORD-100729,2023-08-10,2023-08-13,CUST-1065,PROD-252,Books,Education,4,34953.19,0.29,-752.32,Yes
ORD-100730,2023-07-22,2023-07-26,CUST-1194,PROD-468,Beauty,Makeup,2,9526.83,0.12,-663.48,Yes
ORD-100731,2023-10-02,2023-10-05,CUST-1277,PROD-483,Beauty,Skincare,3,28943.56,0.08,-978.91,No
ORD-100732,2023-03-12,2023-03-13,CUST-1090,PROD-401,Electronics,Smartwatch,1,13708.1,0.1,1976.57,No
ORD-100733,2024-10-13,2024-10-18,CUST-1106,PROD-387,Electronics,Smartwatch,2,4598.9,0.02,508.93,No
ORD-100734,2023-03-31,2023-04-05,CUST-1038,PROD-448,Fashion,Men Clothing,5,16909.81,0.09,-653.53,Yes
ORD-100735,2024-08-24,2024-08-25,CUST-1148,PROD-350,Fashion,Women Clothing,5,37499.95,0.05,405.18,Yes
ORD-100736,2023-06-04,2023-06-09,CUST-1116,PROD-251,Electronics,Mobile,2,32672.56,0.2,-2475.78,No
ORD-100737,2023-08-30,2023-09-03,CUST-1162,PROD-433,Fashion,Men Clothing,1,48386.22,0.07,9656.82,No
ORD-100738,2024-05-16,2024-05-21,CUST-1260,PROD-245,Beauty,Makeup,2,27702.21,0.28,6523.85,No
ORD-100739,2023-04-10,2023-04-13,CUST-1223,PROD-461,Books,Education,3,16790.28,0.21,3415.61,No
ORD-100740,2023-06-22,2023-06-23,CUST-1051,PROD-344,Beauty,Makeup,4,30245.69,0.04,7077.7,No
ORD-100741,2024-10-21,2024-10-22,CUST-1186,PROD-322,Beauty,Makeup,5,5426.87,0.26,245.23,No
ORD-100742,2023-05-09,2023-05-14,CUST-1016,PROD-452,Home & Kitchen,Cookware,5,40287.41,0.11,6489.58,No
ORD-100743,2024-08-22,2024-08-25,CUST-1247,PROD-373,Beauty,Makeup,3,32543.3,0.17,7313.4,No
ORD-100744,2023-11-10,2023-11-14,CUST-1100,PROD-357,Electronics,Mobile,4,33754.18,0.0,4845.34,No
ORD-100745,2024-06-07,2024-06-10,CUST-1005,PROD-254,Books,Fiction,2,42661.25,0.03,7593.67,No
ORD-100746,2023-05-17,2023-05-19,CUST-1262,PROD-298,Fashion,Men Clothing,2,48107.19,0.15,-1252.93,No
ORD-100747,2024-05-27,2024-05-29,CUST-1224,PROD-322,Beauty,Makeup,1,31499.64,0.24,7728.13,No
ORD-100748,2023-08-09,2023-08-10,CUST-1198,PROD-425,Books,Education,4,12208.75,0.09,1282.57,No
ORD-100749,2023-04-15,2023-04-17,CUST-1239,PROD-434,Home & Kitchen,Decor,1,1234.7,0.26,164.47,No
ORD-100750,2024-11-14,2024-11-17,CUST-1159,PROD-446,Electronics,Laptop,2,2055.93,0.14,73.69,No
ORD-100751,2024-07-21,2024-07-23,CUST-1131,PROD-439,Beauty,Skincare,2,18885.45,0.08,1892.89,No
ORD-100752,2024-11-09,2024-11-12,CUST-1069,PROD-205,Books,Fiction,3,22152.83,0.28,-470.74,Yes
ORD-100753,2024-11-06,2024-11-11,CUST-1256,PROD-340,Fashion,Women Clothing,4,30055.68,0.01,2138.08,No
ORD-100754,2023-10-13,2023-10-17,CUST-1297,PROD-469,Books,Fiction,4,12881.51,0.15,-569.72,Yes
ORD-100755,2024-12-10,2024-12-15,CUST-1036,PROD-245,Books,Education,5,33333.18,0.12,4966.92,No
ORD-100756,2024-09-24,2024-09-27,CUST-1266,PROD-397,Fashion,Men Clothing,5,1911.01,0.19,402.9,Yes
ORD-100757,2024-07-17,2024-07-18,CUST-1119,PROD-452,Fashion,Women Clothing,3,841.47,0.18,41.53,No
ORD-100758,2024-08-04,2024-08-07,CUST-1155,PROD-435,Fashion,Footwear,5,28731.75,0.14,5744.09,No
ORD-100759,2023-02-12,2023-02-16,CUST-1157,PROD-387,Beauty,Makeup,4,29255.74,0.07,-2778.46,No
ORD-100760,2023-08-23,2023-08-28,CUST-1183,PROD-362,Books,Fiction,1,33970.63,0.26,6160.48,No
ORD-100761,2024-01-22,2024-01-26,CUST-1067,PROD-416,Electronics,Mobile,4,1517.12,0.23,114.98,No
ORD-100762,2024-10-18,2024-10-22,CUST-1211,PROD-299,Books,Education,5,41564.76,0.13,121.73,Yes
ORD-100763,2024-03-08,2024-03-11,CUST-1146,PROD-257,Home & Kitchen,Decor,5,8778.5,0.18,1925.27,No
ORD-100764,2024-07-26,2024-07-30,CUST-1196,PROD-264,Electronics,Mobile,3,33303.89,0.06,-3195.35,No
ORD-100765,2023-01-07,2023-01-10,CUST-1269,PROD-483,Books,Education,1,8948.4,0.03,870.62,No
ORD-100766,2023-03-11,2023-03-14,CUST-1032,PROD-206,Books,Education,3,27994.75,0.07,4812.01,No
ORD-100767,2023-01-28,2023-02-02,CUST-1164,PROD-406,Home & Kitchen,Cookware,3,34487.65,0.17,5905.62,No
ORD-100768,2023-05-12,2023-05-14,CUST-1125,PROD-396,Books,Fiction,3,2965.97,0.03,-221.45,Yes
ORD-100769,2023-09-07,2023-09-10,CUST-1104,PROD-204,Home & Kitchen,Decor,3,40396.04,0.1,2542.74,No
ORD-100770,2024-08-19,2024-08-23,CUST-1238,PROD-369,Beauty,Makeup,1,39157.96,0.15,1271.32,Yes
ORD-100771,2023-01-11,2023-01-12,CUST-1097,PROD-319,Home & Kitchen,Cookware,5,43737.19,0.3,6160.29,No
ORD-100772,2023-03-09,2023-03-10,CUST-1012,PROD-295,Beauty,Skincare,1,23936.5,0.1,3696.97,No
ORD-100773,2023-08-20,2023-08-22,CUST-1253,PROD-419,Home & Kitchen,Furniture,3,20040.68,0.27,3583.43,No
ORD-100774,2023-10-03,2023-10-06,CUST-1173,PROD-465,Fashion,Women Clothing,2,13937.15,0.07,1628.86,No
ORD-100775,2024-11-15,2024-11-16,CUST-1224,PROD-268,Fashion,Men Clothing,4,24709.02,0.05,-772.28,Yes
ORD-100776,2024-06-29,2024-07-02,CUST-1237,PROD-330,Home & Kitchen,Furniture,2,382.94,0.19,74.35,No
ORD-100777,2023-10-18,2023-10-19,CUST-1204,PROD-340,Fashion,Footwear,4,47596.85,0.17,-1165.7,No
ORD-100778,2023-03-08,2023-03-11,CUST-1127,PROD-223,Home & Kitchen,Decor,4,47538.94,0.07,10549.21,No
ORD-100779,2023-05-02,2023-05-03,CUST-1216,PROD-233,Fashion,Footwear,1,31424.23,0.29,2279.73,No
ORD-100780,2023-03-14,2023-03-18,CUST-1234,PROD-466,Books,Fiction,4,12493.18,0.12,1355.26,No
ORD-100781,2024-03-17,2024-03-19,CUST-1264,PROD-366,Beauty,Skincare,3,31202.56,0.04,7589.43,No
ORD-100782,2024-06-15,2024-06-17,CUST-1091,PROD-460,Books,Education,5,1743.62,0.22,31.98,Yes
ORD-100783,2024-07-07,2024-07-12,CUST-1077,PROD-451,Beauty,Skincare,1,1696.71,0.07,199.73,No
ORD-100784,2023-04-08,2023-04-10,CUST-1174,PROD-267,Electronics,Headphones,1,29055.63,0.03,7256.72,No
ORD-100785,2023-04-09,2023-04-12,CUST-1273,PROD-398,Electronics,Smartwatch,4,14004.56,0.13,2422.33,No
ORD-100786,2024-02-01,2024-02-02,CUST-1027,PROD-337,Beauty,Makeup,2,25257.66,0.05,6232.68,Yes
ORD-100787,2024-01-01,2024-01-02,CUST-1057,PROD-445,Beauty,Makeup,5,47854.41,0.06,-3778.41,Yes
ORD-100788,2023-09-17,2023-09-18,CUST-1155,PROD-463,Electronics,Smartwatch,5,31043.32,0.16,4032.18,Yes
ORD-100789,2023-08-02,2023-08-06,CUST-1153,PROD-324,Electronics,Mobile,2,5740.66,0.17,1106.38,No
ORD-100790,2023-10-08,2023-10-11,CUST-1228,PROD-312,Fashion,Women Clothing,1,8800.48,0.25,-392.95,No
ORD-100791,2023-06-28,2023-06-30,CUST-1050,PROD-276,Fashion,Women Clothing,3,31330.0,0.15,3206.34,No
ORD-100792,2024-11-06,2024-11-11,CUST-1096,PROD-308,Electronics,Smartwatch,1,38696.85,0.28,7092.33,Yes
ORD-100793,2023-04-23,2023-04-25,CUST-1010,PROD-447,Beauty,Makeup,5,24006.37,0.04,-815.41,No
ORD-100794,2023-06-14,2023-06-19,CUST-1215,PROD-355,Home & Kitchen,Cookware,2,13065.95,0.17,2256.6,No
ORD-100795,2024-12-01,2024-12-02,CUST-1296,PROD-329,Fashion,Footwear,1,29017.91,0.28,4434.02,Yes
ORD-100796,2023-05-04,2023-05-09,CUST-1197,PROD-458,Fashion,Footwear,4,26990.47,0.04,6178.81,Yes
ORD-100797,2024-08-26,2024-08-29,CUST-1123,PROD-249,Fashion,Footwear,5,32233.1,0.13,5010.82,No
ORD-100798,2023-09-24,2023-09-25,CUST-1006,PROD-401,Books,Education,1,20522.15,0.21,4242.29,No
ORD-100799,2023-03-07,2023-03-08,CUST-1127,PROD-282,Home & Kitchen,Cookware,2,16373.1,0.01,208.91,Yes
ORD-100800,2023-11-21,2023-11-24,CUST-1276,PROD-455,Fashion,Women Clothing,5,4775.03,0.28,-105.58,No
ORD-100801,2024-07-09,2024-07-14,CUST-1069,PROD-291,Books,Education,3,21692.82,0.27,1016.71,No
ORD-100802,2023-10-13,2023-10-17,CUST-1062,PROD-275,Fashion,Footwear,3,29792.55,0.16,6476.1,Yes
ORD-100803,2024-12-31,2025-01-04,CUST-1062,PROD-302,Fashion,Men Clothing,2,14669.72,0.27,1231.24,No
ORD-100804,2023-12-24,2023-12-25,CUST-1233,PROD-283,Electronics,Smartwatch,3,48300.96,0.13,-3870.55,No
ORD-100805,2024-04-08,2024-04-11,CUST-1280,PROD-400,Home & Kitchen,Decor,3,44574.89,0.08,1182.27,Yes
ORD-100806,2024-05-25,2024-05-26,CUST-1285,PROD-320,Beauty,Skincare,1,19365.62,0.2,1962.69,No
ORD-100807,2023-12-04,2023-12-09,CUST-1197,PROD-265,Electronics,Laptop,4,28407.39,0.14,-1686.82,No
ORD-100808,2024-02-25,2024-02-27,CUST-1018,PROD-356,Fashion,Women Clothing,2,22255.8,0.03,5412.48,No
ORD-100809,2024-11-01,2024-11-02,CUST-1187,PROD-438,Electronics,Headphones,5,49055.19,0.24,9344.98,No
ORD-100810,2024-09-21,2024-09-24,CUST-1222,PROD-272,Books,Fiction,3,40715.92,0.28,700.39,No
ORD-100811,2023-11-22,2023-11-24,CUST-1208,PROD-323,Books,Education,5,15275.06,0.22,1675.05,Yes
ORD-100812,2023-02-27,2023-03-04,CUST-1103,PROD-414,Books,Education,4,44900.89,0.25,-2988.42,No
ORD-100813,2023-12-15,2023-12-17,CUST-1087,PROD-255,Beauty,Makeup,1,48245.94,0.21,8145.63,No
ORD-100814,2023-12-23,2023-12-27,CUST-1208,PROD-429,Home & Kitchen,Decor,4,35576.83,0.11,5371.04,No
ORD-100815,2023-03-06,2023-03-07,CUST-1059,PROD-227,Beauty,Makeup,2,44404.22,0.14,-3907.55,No
ORD-100816,2023-02-08,2023-02-10,CUST-1238,PROD-308,Electronics,Smartwatch,5,444.62,0.22,41.04,No
ORD-100817,2024-01-10,2024-01-13,CUST-1152,PROD-221,Home & Kitchen,Decor,2,16959.34,0.26,2388.74,No
ORD-100818,2023-07-14,2023-07-17,CUST-1206,PROD-273,Fashion,Women Clothing,4,42834.1,0.06,6201.97,No
ORD-100819,2023-09-30,2023-10-02,CUST-1134,PROD-329,Books,Fiction,4,29794.55,0.13,-2426.95,No
ORD-100820,2023-08-03,2023-08-06,CUST-1071,PROD-463,Home & Kitchen,Furniture,1,44848.21,0.08,-2623.67,No
ORD-100821,2024-01-05,2024-01-09,CUST-1199,PROD-439,Beauty,Makeup,1,23111.74,0.06,5762.73,No
ORD-100822,2023-04-02,2023-04-04,CUST-1007,PROD-434,Fashion,Women Clothing,4,10560.89,0.27,448.23,No
ORD-100823,2024-10-25,2024-10-28,CUST-1285,PROD-312,Beauty,Skincare,4,6625.69,0.21,-38.73,No
ORD-100824,2023-01-20,2023-01-25,CUST-1028,PROD-216,Beauty,Skincare,1,1118.82,0.16,185.57,Yes
ORD-100825,2023-02-09,2023-02-12,CUST-1126,PROD-348,Books,Education,1,38256.36,0.24,-1935.52,No
ORD-100826,2023-09-14,2023-09-16,CUST-1175,PROD-380,Beauty,Skincare,5,46417.21,0.2,-146.08,Yes
ORD-100827,2023-07-29,2023-07-30,CUST-1026,PROD-226,Home & Kitchen,Cookware,3,32902.14,0.13,3525.15,No
ORD-100828,2024-07-15,2024-07-19,CUST-1026,PROD-393,Home & Kitchen,Decor,4,42804.81,0.27,4017.41,Yes
ORD-100829,2023-09-22,2023-09-27,CUST-1087,PROD-363,Beauty,Makeup,3,41206.95,0.19,4690.59,No
ORD-100830,2024-09-15,2024-09-19,CUST-1197,PROD-211,Books,Fiction,1,49450.17,0.03,12111.6,No
ORD-100831,2023-07-10,2023-07-15,CUST-1193,PROD-371,Home & Kitchen,Decor,5,12963.99,0.26,-800.14,No
ORD-100832,2023-09-06,2023-09-11,CUST-1173,PROD-250,Home & Kitchen,Cookware,5,7520.04,0.29,176.84,No
ORD-100833,2023-02-01,2023-02-03,CUST-1208,PROD-262,Fashion,Women Clothing,2,629.31,0.03,30.48,No
ORD-100834,2023-01-24,2023-01-26,CUST-1017,PROD-412,Electronics,Smartwatch,4,49456.64,0.0,-1252.63,No
ORD-100835,2024-03-20,2024-03-23,CUST-1125,PROD-385,Electronics,Headphones,5,39776.45,0.28,8558.1,No
ORD-100836,2024-12-25,2024-12-27,CUST-1081,PROD-378,Fashion,Men Clothing,3,11904.45,0.17,1436.19,No
ORD-100837,2024-09-16,2024-09-20,CUST-1230,PROD-236,Fashion,Women Clothing,5,49933.22,0.23,8662.34,No
ORD-100838,2024-12-24,2024-12-27,CUST-1265,PROD-263,Fashion,Footwear,3,23103.01,0.2,-1147.57,No
ORD-100839,2024-05-03,2024-05-08,CUST-1178,PROD-408,Fashion,Footwear,4,18493.22,0.11,-1589.82,No
ORD-100840,2024-04-30,2024-05-04,CUST-1232,PROD-248,Electronics,Smartwatch,4,20061.57,0.11,-875.54,No
ORD-100841,2024-12-10,2024-12-11,CUST-1145,PROD-401,Fashion,Women Clothing,4,15814.76,0.25,517.8,Yes
ORD-100842,2023-01-26,2023-01-28,CUST-1069,PROD-241,Fashion,Women Clothing,3,40235.43,0.18,1922.9,No
ORD-100843,2024-11-24,2024-11-26,CUST-1143,PROD-343,Electronics,Laptop,2,10838.76,0.27,2013.69,Yes
ORD-100844,2024-06-08,2024-06-09,CUST-1178,PROD-459,Fashion,Footwear,2,48750.45,0.21,8468.85,No
ORD-100845,2024-06-10,2024-06-11,CUST-1024,PROD-216,Fashion,Footwear,5,44090.2,0.19,-804.19,No
ORD-100846,2023-02-10,2023-02-11,CUST-1131,PROD-273,Books,Fiction,5,42985.17,0.15,5631.18,Yes
ORD-100847,2023-08-01,2023-08-05,CUST-1065,PROD-295,Home & Kitchen,Furniture,4,44649.16,0.06,-2768.8,No
ORD-100848,2023-07-09,2023-07-14,CUST-1284,PROD-369,Electronics,Headphones,5,9279.62,0.15,1483.06,No
ORD-100849,2023-07-08,2023-07-09,CUST-1167,PROD-356,Home & Kitchen,Furniture,1,24599.85,0.07,-118.17,No
ORD-100850,2024-01-21,2024-01-25,CUST-1236,PROD-239,Books,Fiction,2,33002.78,0.2,1617.12,No
ORD-100851,2023-01-29,2023-02-02,CUST-1233,PROD-254,Electronics,Laptop,1,7895.8,0.25,-477.79,No
ORD-100852,2023-12-12,2023-12-13,CUST-1181,PROD-287,Fashion,Men Clothing,5,44804.68,0.09,599.05,No
ORD-100853,2023-04-20,2023-04-25,CUST-1251,PROD-406,Beauty,Makeup,1,5512.86,0.23,669.35,No
ORD-100854,2024-09-14,2024-09-19,CUST-1220,PROD-460,Home & Kitchen,Decor,5,40201.14,0.27,-1647.02,No
ORD-100855,2024-12-02,2024-12-05,CUST-1293,PROD-349,Home & Kitchen,Cookware,5,21811.52,0.0,2318.13,Yes
ORD-100856,2024-10-17,2024-10-20,CUST-1117,PROD-361,Electronics,Laptop,4,26503.2,0.27,4553.24,No
ORD-100857,2023-02-19,2023-02-23,CUST-1131,PROD-360,Fashion,Footwear,1,3070.32,0.14,186.18,Yes
ORD-100858,2024-08-19,2024-08-22,CUST-1244,PROD-448,Fashion,Men Clothing,1,26715.93,0.09,-715.88,Yes
ORD-100859,2024-07-05,2024-07-07,CUST-1109,PROD-320,Electronics,Headphones,4,42064.33,0.16,-4102.6,No
ORD-100860,2024-11-13,2024-11-17,CUST-1121,PROD-410,Fashion,Footwear,4,47792.31,0.09,1174.66,No
ORD-100861,2023-12-07,2023-12-10,CUST-1253,PROD-440,Electronics,Laptop,4,749.79,0.12,84.02,Yes
ORD-100862,2023-04-30,2023-05-04,CUST-1162,PROD-463,Books,Education,4,34915.45,0.17,2689.37,No
ORD-100863,2023-10-08,2023-10-13,CUST-1088,PROD-494,Books,Education,1,49567.32,0.26,10646.06,Yes
ORD-100864,2023-10-10,2023-10-13,CUST-1217,PROD-257,Books,Fiction,3,35163.71,0.06,1745.04,No
ORD-100865,2023-11-22,2023-11-27,CUST-1174,PROD-392,Books,Fiction,3,23788.33,0.15,3076.96,No
ORD-100866,2024-11-05,2024-11-10,CUST-1149,PROD-353,Home & Kitchen,Furniture,2,40177.49,0.1,4836.26,No
ORD-100867,2024-07-10,2024-07-14,CUST-1160,PROD-370,Fashion,Footwear,5,18207.5,0.23,2236.91,No
ORD-100868,2023-03-25,2023-03-26,CUST-1238,PROD-399,Home & Kitchen,Furniture,1,12642.62,0.2,254.0,No
ORD-100869,2024-03-29,2024-04-02,CUST-1063,PROD-279,Beauty,Skincare,2,14554.82,0.04,3023.93,No
ORD-100870,2023-10-07,2023-10-11,CUST-1068,PROD-358,Beauty,Makeup,3,14484.05,0.21,-317.79,Yes
ORD-100871,2023-06-20,2023-06-22,CUST-1224,PROD-201,Beauty,Skincare,5,8955.56,0.04,-202.28,Yes
ORD-100872,2024-07-09,2024-07-10,CUST-1091,PROD-360,Electronics,Laptop,4,45195.06,0.04,8572.6,Yes
ORD-100873,2024-07-11,2024-07-14,CUST-1017,PROD-451,Books,Education,5,16096.97,0.09,2345.18,No
ORD-100874,2024-04-26,2024-04-30,CUST-1085,PROD-293,Beauty,Skincare,4,40242.93,0.23,1907.28,No
ORD-100875,2023-08-15,2023-08-18,CUST-1049,PROD-200,Home & Kitchen,Furniture,5,13826.09,0.17,1712.55,No
ORD-100876,2023-03-18,2023-03-23,CUST-1286,PROD-393,Electronics,Smartwatch,1,9814.37,0.04,844.89,Yes
ORD-100877,2023-11-25,2023-11-27,CUST-1184,PROD-334,Beauty,Makeup,4,40768.14,0.17,4758.19,Yes
ORD-100878,2023-08-14,2023-08-15,CUST-1130,PROD-412,Fashion,Men Clothing,5,31437.5,0.23,-1310.55,No
ORD-100879,2024-06-16,2024-06-18,CUST-1029,PROD-217,Fashion,Men Clothing,1,21876.33,0.17,3241.45,No
ORD-100880,2024-11-23,2024-11-24,CUST-1010,PROD-466,Electronics,Mobile,5,6381.1,0.07,-374.07,No
ORD-100881,2024-04-26,2024-04-29,CUST-1216,PROD-496,Home & Kitchen,Decor,2,26598.81,0.17,-5.13,No
ORD-100882,2024-10-17,2024-10-22,CUST-1060,PROD-219,Fashion,Footwear,4,27851.16,0.04,5226.38,No
ORD-100883,2023-06-15,2023-06-16,CUST-1236,PROD-384,Home & Kitchen,Furniture,4,33790.46,0.19,4450.57,Yes
ORD-100884,2023-08-18,2023-08-22,CUST-1169,PROD-366,Books,Education,3,13389.62,0.01,950.79,No
ORD-100885,2024-05-20,2024-05-25,CUST-1213,PROD-317,Books,Education,1,39913.71,0.27,9434.31,No
ORD-100886,2024-05-16,2024-05-19,CUST-1180,PROD-274,Books,Education,2,43583.33,0.24,1772.78,Yes
